datafolder: izhikevich_data/ expfolder: exc4_inh1_nodiag_withinp_rand/p4/inpvar5_S5_t5000/seed4/ datafile: v_normed_alltimes.txt seed: 19 train_ratio: 0.6 val_ratio: 0.2 seq_len: 10 loss: mse prednstep: 1 attn_enc_self_loc: full attn_enc_self_glb: none attn_dec_self_loc: none attn_dec_self_glb: none attn_dec_cross_loc: full attn_dec_cross_glb: full usegiven:  useinp:  max_epoch: 200 useavg:  skipvarout:  skipvarin:  device: cuda:0 patience: 10 outdir: ../randsearch/exc4_inh1_nodiag_withinp_rand_corr/p4/inpvar5_S5_t5000/all_seq10_pred1/seed4 outname: sett12 d_model: 100 d_qkv: 8 n_heads: 10 ed_layers: 1 time_emb_dim: 1 dropout_emb: 0.1 dropout_ff: 0.1 batch_size: 16 base_lr: 0.0005 l2_coeff: 0.001 warmup_steps:  decay_factor: 0.5 
epoch    train    val    elapsed_sec
1    0.3418282542436842    0.2815445817652203    2.895190715789795
2    0.18708043025126533    0.12290568401416142    2.9173128604888916
3    0.19028446622311124    0.14852220186638454    2.8971197605133057
4    0.15839188268023824    0.1143702104214638    2.919356346130371
5    0.1662005659133669    0.11364582411590077    2.9053854942321777
6    0.13039769309144172    0.0858173690854557    2.899038791656494
7    0.13426596056374293    0.09608598083021148    2.914120674133301
8    0.11873713165285095    0.0948968164563652    2.9206457138061523
9    0.131256815046072    0.10010606015012377    2.922861337661743
10    0.13574482125067522    0.07819199975993898    2.883418560028076
11    0.11966181877586576    0.09145978648984243    2.894653797149658
12    0.13481552555920587    0.07514991540284384    2.8907482624053955
13    0.09583706116037709    0.06544089160623058    2.897799253463745
14    0.11580085937702467    0.09915395506790706    2.9116382598876953
15    0.10481031451906477    0.11192028727086764    2.89172101020813
16    0.09384557229304125    0.07601314927968714    2.903262138366699
17    0.10979782467678426    0.08607038648592101    2.8873400688171387
18    0.10692752785389385    0.06965495379907745    2.9137628078460693
19    0.10159639629816251    0.07284430417394827    2.885788679122925
20    0.10027696733318624    0.08137958144976033    2.8923637866973877
21    0.10071459436227405    0.06482930969269503    2.9392642974853516
22    0.09680097077100996    0.06764066754470742    2.89530348777771
23    0.0919150079171809    0.06832861258751816    2.8422024250030518
24    0.09098005829940713    0.06011808651780325    2.847263813018799
25    0.09480253890866325    0.0770379381165618    2.9161598682403564
26    0.10013422952403152    0.06941129344086798    2.8753201961517334
27    0.0972273920381826    0.07288880950756489    2.865473508834839
28    0.11680121962276716    0.07169560050325734    2.8581814765930176
29    0.0885103859953464    0.058828638836977976    2.8896663188934326
30    0.13165831778730666    0.0968813623286902    2.461425542831421
31    0.09354525573906444    0.07439081376743695    2.5108988285064697
32    0.09510400441903917    0.06417462871306473    2.542618989944458
33    0.08596472090317143    0.0715683236245125    2.543586492538452
34    0.08963989765043297    0.06158632915171366    2.477536678314209
35    0.08355299288791324    0.06192961444575635    2.560015916824341
36    0.09351900098697534    0.0721260497257823    2.4530317783355713
37    0.09849073013497724    0.07068038903295047    2.50205135345459
38    0.07604878585016916    0.059966025075742176    2.548743486404419
39    0.07570942497206112    0.06126845326452028    2.4597787857055664
early stopped at epoch 39 
best result at epoch 29 train 0.0885103859953464 val 0.058828638836977976 
