datafolder: izhikevich_data/ expfolder: exc4_inh1_nodiag_withinp_rand/p4/inpvar5_S5_t5000/seed4/ datafile: v_normed_alltimes.txt seed: 18 train_ratio: 0.6 val_ratio: 0.2 seq_len: 10 loss: mse prednstep: 1 attn_enc_self_loc: full attn_enc_self_glb: none attn_dec_self_loc: none attn_dec_self_glb: none attn_dec_cross_loc: full attn_dec_cross_glb: full usegiven:  useinp:  max_epoch: 200 useavg:  skipvarout:  skipvarin:  device: cuda:0 patience: 10 outdir: ../randsearch/exc4_inh1_nodiag_withinp_rand_corr/p4/inpvar5_S5_t5000/all_seq10_pred1/seed4 outname: sett12 d_model: 100 d_qkv: 8 n_heads: 10 ed_layers: 1 time_emb_dim: 1 dropout_emb: 0.1 dropout_ff: 0.1 batch_size: 16 base_lr: 0.0005 l2_coeff: 0.001 warmup_steps:  decay_factor: 0.5 
epoch    train    val    elapsed_sec
1    0.34560899081684293    0.19168707988564931    3.367224931716919
2    0.21445455437614805    0.18697008218557115    3.3483097553253174
3    0.16427958561551004    0.20417608669589435    3.4214279651641846
4    0.15538141947417033    0.12965288376879125    3.3279387950897217
5    0.17231521826414836    0.08956480179987257    3.3388938903808594
6    0.12020536659965439    0.11694472773917138    3.327799081802368
7    0.12471730267954251    0.0821217702376464    3.3417046070098877
8    0.13224324572180945    0.08219897439555517    3.3592464923858643
9    0.14500339701771736    0.07660553814281547    3.3617262840270996
10    0.10619690822112182    0.08637723341465943    3.356022834777832
11    0.08573498949408531    0.08502786443938339    3.357424020767212
12    0.08561275896453668    0.08619516002871687    3.317517042160034
13    0.1094012941632952    0.09097406297685608    3.3107798099517822
14    0.09691717463826376    0.10544475889395154    3.3182671070098877
15    0.0863240680819939    0.08543674964162093    3.3036551475524902
16    0.09713171041082769    0.07683216848425449    3.2713494300842285
17    0.10080822453730637    0.06758771171527249    3.278707265853882
18    0.09729899809000984    0.09269433903197448    3.258488893508911
19    0.11622354293626452    0.07706444704579929    3.261873245239258
20    0.09132703600658311    0.05966791682063587    3.2575314044952393
21    0.09682549562837396    0.06982097842745365    3.243648052215576
22    0.08117644698728645    0.07711024348816228    3.262420654296875
23    0.0992192215330544    0.06642492706813509    3.3320775032043457
24    0.07735055551997252    0.05404857158779152    3.3794431686401367
25    0.0937236671646436    0.05885452052785291    3.383089780807495
26    0.0993904611539273    0.06790432431513355    3.3614988327026367
27    0.0994374913178266    0.07275273850453752    3.337468385696411
28    0.07776351843679709    0.06333924223861051    3.3643014430999756
29    0.11364266394622742    0.06952540224625005    3.3697750568389893
30    0.102735306151093    0.06644344578186671    3.379199266433716
31    0.12270243560510968    0.06835607610761173    3.3856756687164307
32    0.08432072259130932    0.0677142186415574    3.3951218128204346
33    0.10739493083267931    0.061689227612482175    3.3969316482543945
34    0.0788157820287678    0.055376148708756005    2.9086124897003174
early stopped at epoch 34 
best result at epoch 24 train 0.07735055551997252 val 0.05404857158779152 
