datafolder: izhikevich_data/ expfolder: exc4_inh1_nodiag_withinp_rand/p4/inpvar5_S5_t5000/seed4/ datafile: v_normed_alltimes.txt seed: 11 train_ratio: 0.6 val_ratio: 0.2 seq_len: 10 loss: mse prednstep: 1 attn_enc_self_loc: full attn_enc_self_glb: none attn_dec_self_loc: none attn_dec_self_glb: none attn_dec_cross_loc: full attn_dec_cross_glb: full usegiven:  useinp:  max_epoch: 200 useavg:  skipvarout:  skipvarin:  device: cuda:0 patience: 10 outdir: ../randsearch/exc4_inh1_nodiag_withinp_rand_corr/p4/inpvar5_S5_t5000/all_seq10_pred1/seed4 outname: sett12 d_model: 100 d_qkv: 8 n_heads: 10 ed_layers: 1 time_emb_dim: 1 dropout_emb: 0.1 dropout_ff: 0.1 batch_size: 16 base_lr: 0.0005 l2_coeff: 0.001 warmup_steps:  decay_factor: 0.5 
epoch    train    test    elapsed_sec
1    0.5736102263132731    0.29000839520068394    3.739598274230957
2    0.23416366711968467    0.14006638142561156    3.733661651611328
3    0.16977711347123933    0.1268254438681262    3.7387895584106445
4    0.15875500966868702    0.1270256842530909    3.7601423263549805
5    0.15043113173709977    0.096017295731202    3.838218927383423
6    0.14969386107155255    0.08954595650235812    3.6827168464660645
7    0.13121374601882602    0.08239116847869896    3.7030396461486816
8    0.14422112975328688    0.09447278499248482    3.694523572921753
9    0.11306804773353395    0.08510307201908694    3.713740587234497
10    0.1165138671677264    0.08443858492232505    3.623133897781372
11    0.14881594839786727    0.08955444271365802    3.7024409770965576
12    0.131486740554609    0.09069139066906202    3.6923277378082275
13    0.117383061834271    0.07286292707754506    3.6760852336883545
14    0.11078616660383958    0.07514928121651922    3.707383394241333
15    0.10347672244386068    0.08110683151180782    3.6503701210021973
16    0.1182775709127623    0.08109984753860368    3.6751515865325928
17    0.11785053940755981    0.07165441100323011    3.676649808883667
18    0.11011577016186147    0.07034943362195341    3.511916160583496
19    0.10022715520527628    0.07029863163119271    3.543652057647705
20    0.125189769569607    0.06961190183129576    3.556046724319458
21    0.10487770720843285    0.07189741647905773    3.5779287815093994
22    0.07151017083771645    0.053986089392786936    3.5464887619018555
23    0.1148336363276319    0.0929861773869821    3.5647029876708984
24    0.08601047199160333    0.06470493002543373    3.5637409687042236
25    0.07724717971942728    0.06751186178908461    3.5914881229400635
26    0.08456185309305078    0.08000576298033434    3.6043176651000977
27    0.0802210716619378    0.06543896013190822    3.6096651554107666
28    0.09461781403256787    0.07231568116399031    3.63139009475708
29    0.09600208587353191    0.06663015558724365    3.635274887084961
30    0.08653116051758093    0.06631436336430765    3.6227757930755615
31    0.0926271297392391    0.06055480073250476    3.6533331871032715
32    0.07392407962608905    0.05638708741891952    3.6165945529937744
early stopped at epoch 32 
best result at epoch 22 train 0.07151017083771645 val 0.053986089392786936 
