datafolder: izhikevich_data/ expfolder: exc4_inh1_nodiag_withinp_rand/p4/inpvar5_S5_t5000/seed4/ datafile: v_normed_alltimes.txt seed: 13 train_ratio: 0.6 val_ratio: 0.2 seq_len: 10 loss: mse prednstep: 1 attn_enc_self_loc: full attn_enc_self_glb: none attn_dec_self_loc: none attn_dec_self_glb: none attn_dec_cross_loc: full attn_dec_cross_glb: full usegiven:  useinp:  max_epoch: 200 useavg:  skipvarout:  skipvarin:  device: cuda:0 patience: 10 outdir: ../randsearch/exc4_inh1_nodiag_withinp_rand_corr/p4/inpvar5_S5_t5000/all_seq10_pred1/seed4 outname: sett12 d_model: 100 d_qkv: 8 n_heads: 10 ed_layers: 1 time_emb_dim: 1 dropout_emb: 0.1 dropout_ff: 0.1 batch_size: 16 base_lr: 0.0005 l2_coeff: 0.001 warmup_steps:  decay_factor: 0.5 
epoch    train    val    elapsed_sec
1    0.40931768336939434    0.24883569150216997    3.3664965629577637
2    0.2243700735862293    0.12993008359557107    3.3554766178131104
3    0.15175652731623915    0.10117959213398751    3.375281572341919
4    0.15443442377542693    0.15868768545370254    3.383509874343872
5    0.1447328402409478    0.08284420369281656    3.415783166885376
6    0.12558451750212246    0.08070805861008545    3.3946962356567383
7    0.14766231380284778    0.09846785309768859    3.3827669620513916
8    0.11800274093236242    0.09339689421984884    3.409446954727173
9    0.11661052289936277    0.0830524472431058    3.4015679359436035
10    0.119147465933883    0.11237707009745969    3.4074180126190186
11    0.1260879567809521    0.07059183935560877    3.4229187965393066
12    0.10057673910780558    0.06488295011813679    3.4550583362579346
13    0.11779746632017786    0.0715171303008757    3.4841670989990234
14    0.10225497561669539    0.10501108262392264    3.481590747833252
15    0.10413519819341009    0.07131903905362363    3.488945960998535
16    0.10275927653151845    0.09715781641739701    3.473155975341797
17    0.09659533841269356    0.08471765454917674    3.4829955101013184
18    0.09510298297991829    0.07300977556714935    3.456057548522949
19    0.12149969387858633    0.098742710249055    3.4475886821746826
20    0.08606814965605736    0.066971666815262    3.460554599761963
21    0.09889583904591817    0.08083256387284823    3.449042558670044
22    0.09367598868196919    0.08286610204312536    3.4714317321777344
early stopped at epoch 22 
best result at epoch 12 train 0.10057673910780558 val 0.06488295011813679 
