0.02,-0.1,-62.1486266795928,6.85945067183711
0.02,-0.1,-64.9899174575481,7.99596698301924
0.02,-0.1,-60.4680674061836,6.18722696247343
0.02,-0.1,-62.1574162172765,6.86296648691059
0.02,-0.1,-62.349363664522,6.9397454658088
0.02,-0.1,-63.3631835904851,7.34527343619403
0.02,-0.1,-64.3717840487967,7.74871361951867
0.02,-0.1,-59.2475520535267,5.69902082141069
0.02,-0.1,-63.6531061481752,7.46124245927009
0.02,-0.1,-63.9320480789177,7.57281923156707
0.02,-0.1,-59.2128914268399,5.68515657073595
0.02,-0.1,-60.8001296609616,6.32005186438465
0.02,-0.1,-64.7283235746643,7.89132942986573
0.02,-0.1,-61.0435627003572,6.41742508014288
0.02,-0.1,-64.4897290394022,7.79589161576089
0.02,-0.1,-55.7487305840565,4.29949223362258
0.0883180234111591,-0.1,-65,2
0.0595389469905542,-0.1,-65,2
0.0877249188285974,-0.1,-65,2
0.0263716381607249,-0.1,-65,2
