0.02,-0.1,-50.9727993568577,2.3891197427431
0.02,-0.1,-60.5080529819312,6.20322119277248
0.02,-0.1,-50.8082770381955,2.32331081527822
0.02,-0.1,-57.33557142781,4.93422857112398
0.02,-0.1,-57.6976173098917,5.07904692395667
0.02,-0.1,-64.2995799484973,7.71983197939891
0.02,-0.1,-50.7033228342703,2.28132913370811
0.02,-0.1,-64.9994177588013,7.99976710352051
0.02,-0.1,-64.0399988648434,7.61599954593735
0.02,-0.1,-62.1643448502409,6.86573794009636
0.02,-0.1,-55.8884339182435,4.3553735672974
0.02,-0.1,-64.4138091692044,7.76552366768175
0.02,-0.1,-53.8286401296498,3.53145605185991
0.02,-0.1,-50.493846621967,2.19753864878682
0.02,-0.1,-64.5973357989723,7.83893431958891
0.02,-0.1,-59.6478823913842,5.85915295655369
0.02,-0.1,-64.9987887507306,7.99951550029226
0.02,-0.1,-62.7584396515289,7.10337586061156
0.02,-0.1,-64.9707483392523,7.98829933570092
0.02,-0.1,-51.2722264904532,2.50889059618127
0.02,-0.1,-62.1466415362326,6.85865661449305
0.02,-0.1,-51.4916310682042,2.59665242728167
0.02,-0.1,-55.7258434472404,4.29033737889615
0.02,-0.1,-53.7431427674424,3.49725710697697
0.02,-0.1,-64.550206051972,7.82008242078878
0.02,-0.1,-64.9157406395711,7.96629625582843
0.02,-0.1,-59.5866227406745,5.83464909626979
0.02,-0.1,-64.5767801824531,7.83071207298122
0.02,-0.1,-56.9323029485325,4.77292117941301
0.02,-0.1,-62.4976041965618,6.99904167862473
0.02,-0.1,-60.8196841123626,6.32787364494504
0.02,-0.1,-51.8143928745158,2.72575714980633
0.0617356897955966,-0.1,-65,2
0.0286554706309785,-0.1,-65,2
0.032657872574784,-0.1,-65,2
0.063616212136257,-0.1,-65,2
0.0619523264054779,-0.1,-65,2
0.0710088195300795,-0.1,-65,2
0.0521196354872218,-0.1,-65,2
0.0719844087215474,-0.1,-65,2
