0.02,-0.1,-62.3913897139077,6.95655588556308
0.02,-0.1,-57.2169893622095,4.88679574488379
0.02,-0.1,-64.999999803776,7.99999992151041
0.02,-0.1,-63.6289252328872,7.45157009315488
0.02,-0.1,-64.6769406276571,7.87077625106285
0.02,-0.1,-64.8721037587419,7.94884150349674
0.02,-0.1,-64.4796070048632,7.79184280194527
0.02,-0.1,-63.2088167588822,7.28352670355288
0.02,-0.1,-62.6386335708892,7.05545342835569
0.02,-0.1,-60.6451479073693,6.25805916294773
0.02,-0.1,-62.3641393864128,6.94565575456511
0.02,-0.1,-57.9571135441402,5.18284541765609
0.02,-0.1,-64.3729891636958,7.74919566547833
0.02,-0.1,-53.4336465185929,3.37345860743716
0.02,-0.1,-64.9887487960824,7.99549951843295
0.02,-0.1,-58.2570997669276,5.30283990677104
0.0533843841893702,-0.1,-65,2
0.0646951862756601,-0.1,-65,2
0.0312309550876187,-0.1,-65,2
0.0358481191267903,-0.1,-65,2
