0.02,-0.1,-64.9126556745923,7.96506226983692
0.02,-0.1,-55.8759001626608,4.35036006506433
0.02,-0.1,-62.1169601868111,6.84678407472443
0.02,-0.1,-57.1489720469907,4.85958881879627
0.02,-0.1,-50.6530477163697,2.26121908654788
0.02,-0.1,-60.6503329632636,6.26013318530546
0.02,-0.1,-61.2331742135187,6.49326968540749
0.02,-0.1,-64.9221295127236,7.96885180508944
0.02,-0.1,-63.919107709428,7.5676430837712
0.02,-0.1,-61.2517622805258,6.5007049122103
0.02,-0.1,-58.0796991855432,5.23187967421728
0.02,-0.1,-55.3100534276301,4.12402137105206
0.02,-0.1,-62.8232577961326,7.12930311845304
0.02,-0.1,-64.9347859723506,7.97391438894022
0.02,-0.1,-63.7545817039916,7.50183268159662
0.02,-0.1,-52.5895942149588,3.03583768598353
0.0370708282863932,-0.1,-65,2
0.0561699169454146,-0.1,-65,2
0.0944964815751217,-0.1,-65,2
0.0219919382040278,-0.1,-65,2
