0.02,-0.1,-55.0433797224486,4.01735188897945
0.02,-0.1,-52.693114500932,3.07724580037278
0.02,-0.1,-64.7581152273146,7.90324609092584
0.02,-0.1,-52.4861681813347,2.99446727253388
0.02,-0.1,-59.0018267556985,5.60073070227939
0.02,-0.1,-64.8572880408883,7.94291521635531
0.02,-0.1,-63.8365811313182,7.53463245252729
0.02,-0.1,-60.5138090592807,6.20552362371229
0.02,-0.1,-51.247709901449,2.49908396057958
0.02,-0.1,-51.0348517196149,2.41394068784597
0.02,-0.1,-64.6273717472616,7.85094869890464
0.02,-0.1,-50.8692447799128,2.34769791196514
0.02,-0.1,-51.2574714978693,2.50298859914772
0.02,-0.1,-61.4661571944032,6.58646287776129
0.02,-0.1,-55.3932675667268,4.15730702669073
0.02,-0.1,-64.6980240036644,7.87920960146578
0.053740902610102,-0.1,-65,2
0.0932588420151254,-0.1,-65,2
0.0833765863647644,-0.1,-65,2
0.0967593941114323,-0.1,-65,2
